"","disease","state","year","weeks_reporting","count","population"
"9859","Pertussis","Mississippi",1962,0,0,2173363
"9860","Pertussis","Mississippi",1963,0,0,2171080
"9861","Pertussis","Mississippi",1964,0,0,2169716
"9862","Pertussis","Mississippi",1965,0,0,2169904
"9863","Pertussis","Mississippi",1966,0,0,2172283
"9864","Pertussis","Mississippi",1967,0,0,2177498
"9865","Pertussis","Mississippi",1968,0,0,2186210
"9866","Pertussis","Mississippi",1969,0,0,2199107
"9867","Pertussis","Mississippi",1970,0,0,2216912
"9868","Pertussis","Mississippi",1971,0,0,2240093
"9869","Pertussis","Mississippi",1972,0,0,2267931
"9870","Pertussis","Mississippi",1973,0,0,2299378
"9871","Pertussis","Mississippi",1974,5,9,2333345
"9872","Pertussis","Mississippi",1975,28,48,2368679
"9873","Pertussis","Mississippi",1976,8,9,2404161
"9874","Pertussis","Mississippi",1977,8,18,2438493
"9875","Pertussis","Mississippi",1978,7,8,2470310
"9876","Pertussis","Mississippi",1979,6,6,2498182
"9877","Pertussis","Mississippi",1980,11,16,2520638
"9878","Pertussis","Mississippi",1981,4,4,2536625
"9879","Pertussis","Mississippi",1982,11,14,2546867
"9880","Pertussis","Mississippi",1983,36,6,2552581
"9881","Pertussis","Mississippi",1984,34,4,2555028
"9882","Pertussis","Mississippi",1985,34,7,2555489
"9883","Pertussis","Mississippi",1986,11,1,2555253
"9884","Pertussis","Mississippi",1987,50,6,2555611
"9885","Pertussis","Mississippi",1988,44,3,2557854
"9886","Pertussis","Mississippi",1989,25,3,2563283
"9887","Pertussis","Mississippi",1990,37,7,2573216
"9888","Pertussis","Mississippi",1991,13,2,2588637
"9889","Pertussis","Mississippi",1992,22,1,2609061
"9890","Pertussis","Mississippi",1993,30,11,2633634
"9891","Pertussis","Mississippi",1994,34,6,2661489
"9892","Pertussis","Mississippi",1995,17,2,2691731
"9893","Pertussis","Mississippi",1996,44,10,2723431
"9894","Pertussis","Mississippi",1997,47,13,2755617
"9895","Pertussis","Mississippi",1998,18,0,2787267
"9896","Pertussis","Mississippi",1999,34,1,2817317
"9897","Pertussis","Mississippi",2000,38,0,2844658
"9898","Pertussis","Mississippi",2001,41,3,2868392
"9899","Pertussis","Mississippi",2002,23,2,2888593
"9900","Pertussis","Mississippi",2003,40,4,2905600
"9901","Pertussis","Mississippi",2004,44,15,2919774
"9902","Pertussis","Mississippi",2005,44,42,2931493
"9903","Pertussis","Mississippi",2006,47,28,2941149
"9904","Pertussis","Mississippi",2007,49,191,2949145
"9905","Pertussis","Mississippi",2008,50,71,2955890
"9906","Pertussis","Mississippi",2009,50,57,2961800
"9907","Pertussis","Mississippi",2010,44,65,2967297
"9908","Pertussis","Mississippi",2011,44,40,2972733
"9909","Pertussis","Missouri",1938,51,1994,3759515
"9910","Pertussis","Missouri",1939,52,1299,3772213
"9911","Pertussis","Missouri",1940,51,1486,3784664
"9912","Pertussis","Missouri",1941,51,1782,3797059
"9913","Pertussis","Missouri",1942,51,842,3809668
"9914","Pertussis","Missouri",1943,52,1268,3822787
"9915","Pertussis","Missouri",1944,52,938,3836713
"9916","Pertussis","Missouri",1945,52,887,3851750
"9917","Pertussis","Missouri",1946,51,659,3868207
"9918","Pertussis","Missouri",1947,51,1460,3886398
"9919","Pertussis","Missouri",1948,49,720,3906646
"9920","Pertussis","Missouri",1949,52,342,3929284
"9921","Pertussis","Missouri",1950,51,1335,3954653
"9922","Pertussis","Missouri",1951,47,549,3982994
"9923","Pertussis","Missouri",1952,48,464,4014093
"9924","Pertussis","Missouri",1953,43,202,4047615
"9925","Pertussis","Missouri",1954,51,542,4083217
"9926","Pertussis","Missouri",1955,50,492,4120546
"9927","Pertussis","Missouri",1956,0,0,4159236
"9928","Pertussis","Missouri",1957,0,0,4198909
"9929","Pertussis","Missouri",1958,0,0,4239172
"9930","Pertussis","Missouri",1959,0,0,4279615
"9931","Pertussis","Missouri",1960,0,0,4319813
"9932","Pertussis","Missouri",1961,0,0,4359394
"9933","Pertussis","Missouri",1962,0,0,4398241
"9934","Pertussis","Missouri",1963,0,0,4436305
"9935","Pertussis","Missouri",1964,0,0,4473534
"9936","Pertussis","Missouri",1965,0,0,4509877
"9937","Pertussis","Missouri",1966,0,0,4545284
"9938","Pertussis","Missouri",1967,0,0,4579701
"9939","Pertussis","Missouri",1968,0,0,4613078
"9940","Pertussis","Missouri",1969,0,0,4645362
"9941","Pertussis","Missouri",1970,0,0,4676501
"9942","Pertussis","Missouri",1971,0,0,4706447
"9943","Pertussis","Missouri",1972,0,0,4735161
"9944","Pertussis","Missouri",1973,0,0,4762611
"9945","Pertussis","Missouri",1974,15,27,4788763
"9946","Pertussis","Missouri",1975,23,74,4813585
"9947","Pertussis","Missouri",1976,15,26,4837046
"9948","Pertussis","Missouri",1977,18,37,4859115
"9949","Pertussis","Missouri",1978,13,24,4879764
"9950","Pertussis","Missouri",1979,10,12,4898963
"9951","Pertussis","Missouri",1980,16,27,4916686
"9952","Pertussis","Missouri",1981,7,11,4933014
"9953","Pertussis","Missouri",1982,11,16,4948457
"9954","Pertussis","Missouri",1983,49,18,4963641
"9955","Pertussis","Missouri",1984,48,20,4979200
"9956","Pertussis","Missouri",1985,48,34,4995774
"9957","Pertussis","Missouri",1986,45,25,5014014
"9958","Pertussis","Missouri",1987,49,44,5034581
"9959","Pertussis","Missouri",1988,47,20,5058149
"9960","Pertussis","Missouri",1989,26,20,5085409
"9961","Pertussis","Missouri",1990,43,60,5117073
"9962","Pertussis","Missouri",1991,47,56,5153640
"9963","Pertussis","Missouri",1992,42,78,5194663
"9964","Pertussis","Missouri",1993,47,84,5239450
"9965","Pertussis","Missouri",1994,47,29,5287287
"9966","Pertussis","Missouri",1995,47,52,5337439
"9967","Pertussis","Missouri",1996,37,56,5389146
"9968","Pertussis","Missouri",1997,40,61,5441615
"9969","Pertussis","Missouri",1998,41,27,5494023
"9970","Pertussis","Missouri",1999,47,64,5545517
"9971","Pertussis","Missouri",2000,49,98,5595211
"9972","Pertussis","Missouri",2001,50,73,5642386
"9973","Pertussis","Missouri",2002,46,140,5687091
"9974","Pertussis","Missouri",2003,47,158,5729584
"9975","Pertussis","Missouri",2004,43,522,5770132
"9976","Pertussis","Missouri",2005,48,567,5809016
"9977","Pertussis","Missouri",2006,51,127,5846524
"9978","Pertussis","Missouri",2007,50,74,5882957
"9979","Pertussis","Missouri",2008,52,260,5918623
"9980","Pertussis","Missouri",2009,52,365,5953838
"9981","Pertussis","Missouri",2010,52,306,5988927
"9982","Pertussis","Missouri",2011,52,243,6024167
"9983","Pertussis","Montana",1938,50,2347,552556
"9984","Pertussis","Montana",1939,52,766,556175
"9985","Pertussis","Montana",1940,51,232,559456
"9986","Pertussis","Montana",1941,51,1003,562236
"9987","Pertussis","Montana",1942,51,980,564618
"9988","Pertussis","Montana",1943,52,1035,566777
"9989","Pertussis","Montana",1944,52,783,568892
"9990","Pertussis","Montana",1945,51,414,571143
"9991","Pertussis","Montana",1946,47,208,573713
"9992","Pertussis","Montana",1947,50,530,576790
"9993","Pertussis","Montana",1948,47,304,580566
"9994","Pertussis","Montana",1949,31,92,585241
"9995","Pertussis","Montana",1950,46,631,591024
"9996","Pertussis","Montana",1951,47,456,598055
"9997","Pertussis","Montana",1952,46,316,606160
"9998","Pertussis","Montana",1953,30,154,615076
"9999","Pertussis","Montana",1954,37,147,624526
"10000","Pertussis","Montana",1955,43,337,634218
"10001","Pertussis","Montana",1956,0,0,643840
"10002","Pertussis","Montana",1957,0,0,653061
"10003","Pertussis","Montana",1958,0,0,661533
"10004","Pertussis","Montana",1959,0,0,668893
"10005","Pertussis","Montana",1960,0,0,674767
"10006","Pertussis","Montana",1961,0,0,678901
"10007","Pertussis","Montana",1962,0,0,681529
"10008","Pertussis","Montana",1963,0,0,683025
"10009","Pertussis","Montana",1964,0,0,683772
"10010","Pertussis","Montana",1965,0,0,684157
"10011","Pertussis","Montana",1966,0,0,684571
"10012","Pertussis","Montana",1967,0,0,685406
"10013","Pertussis","Montana",1968,0,0,687055
"10014","Pertussis","Montana",1969,0,0,689919
"10015","Pertussis","Montana",1970,0,0,694409
"10016","Pertussis","Montana",1971,0,0,700821
"10017","Pertussis","Montana",1972,0,0,708926
"10018","Pertussis","Montana",1973,0,0,718357
"10019","Pertussis","Montana",1974,2,8,728732
"10020","Pertussis","Montana",1975,8,14,739650
"10021","Pertussis","Montana",1976,0,0,750689
"10022","Pertussis","Montana",1977,2,2,761397
"10023","Pertussis","Montana",1978,9,12,771300
"10024","Pertussis","Montana",1979,10,13,779902
"10025","Pertussis","Montana",1980,3,4,786690
"10026","Pertussis","Montana",1981,6,11,791300
"10027","Pertussis","Montana",1982,1,1,793988
"10028","Pertussis","Montana",1983,47,1,795180
"10029","Pertussis","Montana",1984,49,22,795319
"10030","Pertussis","Montana",1985,44,10,794850
"10031","Pertussis","Montana",1986,32,19,794221
"10032","Pertussis","Montana",1987,40,7,793880
"10033","Pertussis","Montana",1988,42,4,794273
"10034","Pertussis","Montana",1989,29,43,795849
"10035","Pertussis","Montana",1990,32,36,799065
"10036","Pertussis","Montana",1991,22,6,804268
"10037","Pertussis","Montana",1992,31,8,811322
"10038","Pertussis","Montana",1993,25,11,819972
"10039","Pertussis","Montana",1994,40,11,829960
"10040","Pertussis","Montana",1995,48,9,841021
"10041","Pertussis","Montana",1996,46,36,852879
"10042","Pertussis","Montana",1997,41,20,865242
"10043","Pertussis","Montana",1998,45,13,877803
"10044","Pertussis","Montana",1999,42,2,890236
"10045","Pertussis","Montana",2000,45,35,902195
"10046","Pertussis","Montana",2001,42,50,913392
"10047","Pertussis","Montana",2002,46,4,923821
"10048","Pertussis","Montana",2003,24,4,933555
"10049","Pertussis","Montana",2004,44,72,942672
"10050","Pertussis","Montana",2005,50,564,951256
"10051","Pertussis","Montana",2006,51,96,959396
"10052","Pertussis","Montana",2007,49,45,967183
"10053","Pertussis","Montana",2008,50,72,974715
"10054","Pertussis","Montana",2009,45,53,982091
"10055","Pertussis","Montana",2010,48,110,989415
"10056","Pertussis","Montana",2011,47,118,996776
"10057","Pertussis","Nebraska",1938,51,539,1329451
"10058","Pertussis","Nebraska",1939,52,539,1322077
"10059","Pertussis","Nebraska",1940,51,446,1315834
"10060","Pertussis","Nebraska",1941,51,674,1311046
"10061","Pertussis","Nebraska",1942,51,458,1307714
"10062","Pertussis","Nebraska",1943,52,602,1305765
"10063","Pertussis","Nebraska",1944,51,574,1305130
"10064","Pertussis","Nebraska",1945,52,229,1305745
"10065","Pertussis","Nebraska",1946,43,193,1307547
"10066","Pertussis","Nebraska",1947,48,649,1310480
"10067","Pertussis","Nebraska",1948,43,296,1314486
"10068","Pertussis","Nebraska",1949,26,115,1319514
"10069","Pertussis","Nebraska",1950,45,281,1325510
"10070","Pertussis","Nebraska",1951,29,131,1332408
"10071","Pertussis","Nebraska",1952,40,158,1340082
"10072","Pertussis","Nebraska",1953,27,53,1348386
"10073","Pertussis","Nebraska",1954,0,0,1357173
"10074","Pertussis","Nebraska",1955,1,1,1366293
"10075","Pertussis","Nebraska",1956,0,0,1375592
"10076","Pertussis","Nebraska",1957,0,0,1384910
"10077","Pertussis","Nebraska",1958,0,0,1394085
"10078","Pertussis","Nebraska",1959,0,0,1402949
"10079","Pertussis","Nebraska",1960,0,0,1411330
"10080","Pertussis","Nebraska",1961,0,0,1419107
"10081","Pertussis","Nebraska",1962,0,0,1426365
"10082","Pertussis","Nebraska",1963,0,0,1433248
"10083","Pertussis","Nebraska",1964,0,0,1439901
"10084","Pertussis","Nebraska",1965,0,0,1446472
"10085","Pertussis","Nebraska",1966,0,0,1453112
"10086","Pertussis","Nebraska",1967,0,0,1459975
"10087","Pertussis","Nebraska",1968,0,0,1467219
"10088","Pertussis","Nebraska",1969,0,0,1475004
"10089","Pertussis","Nebraska",1970,0,0,1483493
"10090","Pertussis","Nebraska",1971,0,0,1492783
"10091","Pertussis","Nebraska",1972,0,0,1502682
"10092","Pertussis","Nebraska",1973,0,0,1512919
"10093","Pertussis","Nebraska",1974,3,4,1523216
"10094","Pertussis","Nebraska",1975,0,0,1533288
"10095","Pertussis","Nebraska",1976,1,1,1542842
"10096","Pertussis","Nebraska",1977,1,1,1551580
"10097","Pertussis","Nebraska",1978,1,1,1559195
"10098","Pertussis","Nebraska",1979,3,3,1565380
"10099","Pertussis","Nebraska",1980,0,0,1569825
"10100","Pertussis","Nebraska",1981,0,0,1572348
"10101","Pertussis","Nebraska",1982,0,0,1573274
"10102","Pertussis","Nebraska",1983,11,2,1573062
"10103","Pertussis","Nebraska",1984,41,11,1572171
"10104","Pertussis","Nebraska",1985,31,9,1571064
"10105","Pertussis","Nebraska",1986,18,10,1570199
"10106","Pertussis","Nebraska",1987,25,1,1570038
"10107","Pertussis","Nebraska",1988,0,0,1571038
"10108","Pertussis","Nebraska",1989,26,8,1573664
"10109","Pertussis","Nebraska",1990,47,10,1578385
"10110","Pertussis","Nebraska",1991,47,9,1585548
"10111","Pertussis","Nebraska",1992,43,17,1594962
"10112","Pertussis","Nebraska",1993,45,15,1606305
"10113","Pertussis","Nebraska",1994,44,10,1619252
"10114","Pertussis","Nebraska",1995,41,14,1633470
"10115","Pertussis","Nebraska",1996,31,15,1648618
"10116","Pertussis","Nebraska",1997,46,14,1664345
"10117","Pertussis","Nebraska",1998,43,15,1680284
"10118","Pertussis","Nebraska",1999,37,6,1696054
"10119","Pertussis","Nebraska",2000,42,27,1711263
"10120","Pertussis","Nebraska",2001,35,6,1725585
"10121","Pertussis","Nebraska",2002,31,5,1739024
"10122","Pertussis","Nebraska",2003,39,15,1751670
"10123","Pertussis","Nebraska",2004,29,79,1763616
"10124","Pertussis","Nebraska",2005,50,172,1774961
"10125","Pertussis","Nebraska",2006,48,69,1785806
"10126","Pertussis","Nebraska",2007,50,55,1796258
"10127","Pertussis","Nebraska",2008,52,172,1806423
"10128","Pertussis","Nebraska",2009,52,97,1816413
"10129","Pertussis","Nebraska",2010,51,176,1826341
"10130","Pertussis","Nebraska",2011,51,55,1836304
"10131","Pertussis","Nevada",1938,0,0,105539
"10132","Pertussis","Nevada",1939,0,0,107754
"10133","Pertussis","Nevada",1940,10,5,110247
"10134","Pertussis","Nevada",1941,50,238,113081
"10135","Pertussis","Nevada",1942,51,181,116290
"10136","Pertussis","Nevada",1943,52,110,119904
"10137","Pertussis","Nevada",1944,52,88,123956
"10138","Pertussis","Nevada",1945,48,47,128486
"10139","Pertussis","Nevada",1946,8,22,133538
"10140","Pertussis","Nevada",1947,6,11,139161
"10141","Pertussis","Nevada",1948,6,13,145415
"10142","Pertussis","Nevada",1949,2,12,152364
"10143","Pertussis","Nevada",1950,6,24,160083
"10144","Pertussis","Nevada",1951,4,7,168646
"10145","Pertussis","Nevada",1952,5,11,178084
"10146","Pertussis","Nevada",1953,1,1,188416
"10147","Pertussis","Nevada",1954,14,31,199653
"10148","Pertussis","Nevada",1955,6,15,211798
"10149","Pertussis","Nevada",1956,0,0,224843
"10150","Pertussis","Nevada",1957,0,0,238765
"10151","Pertussis","Nevada",1958,0,0,253523
"10152","Pertussis","Nevada",1959,0,0,269056
"10153","Pertussis","Nevada",1960,0,0,285278
"10154","Pertussis","Nevada",1961,0,0,302106
"10155","Pertussis","Nevada",1962,0,0,319550
"10156","Pertussis","Nevada",1963,0,0,337656
"10157","Pertussis","Nevada",1964,0,0,356476
"10158","Pertussis","Nevada",1965,0,0,376074
"10159","Pertussis","Nevada",1966,0,0,396522
"10160","Pertussis","Nevada",1967,0,0,417907
"10161","Pertussis","Nevada",1968,0,0,440326
"10162","Pertussis","Nevada",1969,0,0,463893
"10163","Pertussis","Nevada",1970,0,0,488738
"10164","Pertussis","Nevada",1971,0,0,514975
"10165","Pertussis","Nevada",1972,0,0,542597
"10166","Pertussis","Nevada",1973,0,0,571543
"10167","Pertussis","Nevada",1974,0,0,601731
"10168","Pertussis","Nevada",1975,0,0,633049
"10169","Pertussis","Nevada",1976,0,0,665357
"10170","Pertussis","Nevada",1977,1,1,698482
"10171","Pertussis","Nevada",1978,2,2,732215
"10172","Pertussis","Nevada",1979,1,1,766312
"10173","Pertussis","Nevada",1980,1,1,800493
"10174","Pertussis","Nevada",1981,2,2,834541
"10175","Pertussis","Nevada",1982,0,0,868652
"10176","Pertussis","Nevada",1983,3,1,903179
"10177","Pertussis","Nevada",1984,41,2,938546
"10178","Pertussis","Nevada",1985,0,0,975244
"10179","Pertussis","Nevada",1986,23,4,1013842
"10180","Pertussis","Nevada",1987,0,0,1054991
"10181","Pertussis","Nevada",1988,45,1,1099441
"10182","Pertussis","Nevada",1989,51,1,1148056
"10183","Pertussis","Nevada",1990,40,2,1201833
"10184","Pertussis","Nevada",1991,32,2,1261687
"10185","Pertussis","Nevada",1992,34,2,1327618
"10186","Pertussis","Nevada",1993,20,5,1399295
"10187","Pertussis","Nevada",1994,29,3,1476255
"10188","Pertussis","Nevada",1995,44,8,1557866
"10189","Pertussis","Nevada",1996,51,41,1643298
"10190","Pertussis","Nevada",1997,37,26,1731492
"10191","Pertussis","Nevada",1998,44,36,1821142
"10192","Pertussis","Nevada",1999,43,9,1910677
"10193","Pertussis","Nevada",2000,47,14,1998257
"10194","Pertussis","Nevada",2001,38,23,2082164
"10195","Pertussis","Nevada",2002,44,46,2162061
"10196","Pertussis","Nevada",2003,44,28,2238093
"10197","Pertussis","Nevada",2004,39,46,2310540
"10198","Pertussis","Nevada",2005,47,30,2379808
"10199","Pertussis","Nevada",2006,44,49,2446420
"10200","Pertussis","Nevada",2007,39,12,2511012
"10201","Pertussis","Nevada",2008,43,15,2574323
"10202","Pertussis","Nevada",2009,48,23,2637191
"10203","Pertussis","Nevada",2010,42,29,2700551
"10204","Pertussis","Nevada",2011,48,30,2765255
"10205","Pertussis","New Hampshire",1938,35,124,485564
"10206","Pertussis","New Hampshire",1939,52,143,488469
"10207","Pertussis","New Hampshire",1940,51,279,491524
"10208","Pertussis","New Hampshire",1941,51,460,494749
"10209","Pertussis","New Hampshire",1942,51,311,498155
"10210","Pertussis","New Hampshire",1943,52,222,501752
"10211","Pertussis","New Hampshire",1944,52,111,505552
"10212","Pertussis","New Hampshire",1945,50,212,509565
"10213","Pertussis","New Hampshire",1946,36,198,513802
"10214","Pertussis","New Hampshire",1947,33,135,518275
"10215","Pertussis","New Hampshire",1948,32,164,522998
"10216","Pertussis","New Hampshire",1949,26,147,527982
"10217","Pertussis","New Hampshire",1950,35,197,533242
"10218","Pertussis","New Hampshire",1951,42,266,538794
"10219","Pertussis","New Hampshire",1952,44,295,544664
"10220","Pertussis","New Hampshire",1953,27,98,550881
"10221","Pertussis","New Hampshire",1954,28,213,557475
"10222","Pertussis","New Hampshire",1955,28,163,564479
"10223","Pertussis","New Hampshire",1956,0,0,571927
"10224","Pertussis","New Hampshire",1957,0,0,579856
"10225","Pertussis","New Hampshire",1958,0,0,588303
"10226","Pertussis","New Hampshire",1959,0,0,597310
"10227","Pertussis","New Hampshire",1960,0,0,606921
"10228","Pertussis","New Hampshire",1961,0,0,617174
"10229","Pertussis","New Hampshire",1962,0,0,628072
"10230","Pertussis","New Hampshire",1963,0,0,639610
"10231","Pertussis","New Hampshire",1964,0,0,651782
"10232","Pertussis","New Hampshire",1965,0,0,664582
"10233","Pertussis","New Hampshire",1966,0,0,678002
"10234","Pertussis","New Hampshire",1967,0,0,692033
"10235","Pertussis","New Hampshire",1968,0,0,706664
"10236","Pertussis","New Hampshire",1969,0,0,721885
"10237","Pertussis","New Hampshire",1970,0,0,737681
"10238","Pertussis","New Hampshire",1971,0,0,754035
"10239","Pertussis","New Hampshire",1972,0,0,770920
"10240","Pertussis","New Hampshire",1973,0,0,788307
"10241","Pertussis","New Hampshire",1974,3,12,806160
"10242","Pertussis","New Hampshire",1975,4,5,824441
"10243","Pertussis","New Hampshire",1976,0,0,843108
"10244","Pertussis","New Hampshire",1977,3,4,862113
"10245","Pertussis","New Hampshire",1978,3,3,881404
"10246","Pertussis","New Hampshire",1979,0,0,900924
"10247","Pertussis","New Hampshire",1980,5,7,920610
"10248","Pertussis","New Hampshire",1981,4,15,940395
"10249","Pertussis","New Hampshire",1982,4,11,960206
"10250","Pertussis","New Hampshire",1983,46,12,979966
"10251","Pertussis","New Hampshire",1984,46,13,999592
"10252","Pertussis","New Hampshire",1985,41,114,1018996
"10253","Pertussis","New Hampshire",1986,50,63,1038083
"10254","Pertussis","New Hampshire",1987,50,57,1056757
"10255","Pertussis","New Hampshire",1988,50,51,1074915
"10256","Pertussis","New Hampshire",1989,31,30,1092450
"10257","Pertussis","New Hampshire",1990,44,69,1109252
"10258","Pertussis","New Hampshire",1991,47,22,1125230
"10259","Pertussis","New Hampshire",1992,39,131,1140382
"10260","Pertussis","New Hampshire",1993,50,268,1154734
"10261","Pertussis","New Hampshire",1994,48,76,1168313
"10262","Pertussis","New Hampshire",1995,46,52,1181155
"10263","Pertussis","New Hampshire",1996,49,161,1193299
"10264","Pertussis","New Hampshire",1997,51,122,1204785
"10265","Pertussis","New Hampshire",1998,44,95,1215662
"10266","Pertussis","New Hampshire",1999,47,50,1225978
"10267","Pertussis","New Hampshire",2000,51,127,1235786
"10268","Pertussis","New Hampshire",2001,46,36,1245139
"10269","Pertussis","New Hampshire",2002,43,22,1254081
"10270","Pertussis","New Hampshire",2003,40,48,1262657
"10271","Pertussis","New Hampshire",2004,41,91,1270912
"10272","Pertussis","New Hampshire",2005,32,101,1278893
"10273","Pertussis","New Hampshire",2006,44,87,1286651
"10274","Pertussis","New Hampshire",2007,47,51,1294235
"10275","Pertussis","New Hampshire",2008,44,33,1301697
"10276","Pertussis","New Hampshire",2009,49,75,1309091
"10277","Pertussis","New Hampshire",2010,49,19,1316470
"10278","Pertussis","New Hampshire",2011,48,111,1323882
"10279","Pertussis","New Jersey",1938,50,10654,4139930
"10280","Pertussis","New Jersey",1939,52,13376,4145741
"10281","Pertussis","New Jersey",1940,51,7913,4160165
"10282","Pertussis","New Jersey",1941,51,6682,4185678
"10283","Pertussis","New Jersey",1942,51,11596,4222214
"10284","Pertussis","New Jersey",1943,52,8141,4269107
"10285","Pertussis","New Jersey",1944,52,3607,4325732
"10286","Pertussis","New Jersey",1945,52,6739,4391485
"10287","Pertussis","New Jersey",1946,52,7053,4465764
"10288","Pertussis","New Jersey",1947,50,7990,4547954
"10289","Pertussis","New Jersey",1948,51,3001,4637411
"10290","Pertussis","New Jersey",1949,52,4495,4733450
"10291","Pertussis","New Jersey",1950,51,6142,4835329
"10292","Pertussis","New Jersey",1951,48,2863,4942332
"10293","Pertussis","New Jersey",1952,48,2178,5054058
"10294","Pertussis","New Jersey",1953,49,1788,5170160
"10295","Pertussis","New Jersey",1954,51,1975,5290250
"10296","Pertussis","New Jersey",1955,50,1196,5413897
"10297","Pertussis","New Jersey",1956,0,0,5540620
"10298","Pertussis","New Jersey",1957,0,0,5669886
"10299","Pertussis","New Jersey",1958,0,0,5801108
"10300","Pertussis","New Jersey",1959,0,0,5933642
"10301","Pertussis","New Jersey",1960,0,0,6066782
"10302","Pertussis","New Jersey",1961,0,0,6199707
"10303","Pertussis","New Jersey",1962,0,0,6331293
"10304","Pertussis","New Jersey",1963,0,0,6460272
"10305","Pertussis","New Jersey",1964,0,0,6585291
"10306","Pertussis","New Jersey",1965,0,0,6704920
"10307","Pertussis","New Jersey",1966,0,0,6817662
"10308","Pertussis","New Jersey",1967,0,0,6921960
"10309","Pertussis","New Jersey",1968,0,0,7016221
"10310","Pertussis","New Jersey",1969,0,0,7098828
"10311","Pertussis","New Jersey",1970,0,0,7168164
"10312","Pertussis","New Jersey",1971,0,0,7223179
"10313","Pertussis","New Jersey",1972,0,0,7265073
"10314","Pertussis","New Jersey",1973,0,0,7295705
"10315","Pertussis","New Jersey",1974,3,7,7317030
"10316","Pertussis","New Jersey",1975,0,0,7331068
"10317","Pertussis","New Jersey",1976,0,0,7339883
"10318","Pertussis","New Jersey",1977,0,0,7345561
"10319","Pertussis","New Jersey",1978,1,1,7350204
"10320","Pertussis","New Jersey",1979,2,8,7355920
"10321","Pertussis","New Jersey",1980,9,11,7364823
"10322","Pertussis","New Jersey",1981,7,8,7378668
"10323","Pertussis","New Jersey",1982,17,24,7397735
"10324","Pertussis","New Jersey",1983,49,19,7421942
"10325","Pertussis","New Jersey",1984,43,13,7451215
"10326","Pertussis","New Jersey",1985,43,12,7485491
"10327","Pertussis","New Jersey",1986,38,16,7524714
"10328","Pertussis","New Jersey",1987,48,25,7568834
"10329","Pertussis","New Jersey",1988,45,18,7617809
"10330","Pertussis","New Jersey",1989,31,23,7671604
"10331","Pertussis","New Jersey",1990,43,34,7730188
"10332","Pertussis","New Jersey",1991,45,11,7793388
"10333","Pertussis","New Jersey",1992,37,41,7860434
"10334","Pertussis","New Jersey",1993,43,44,7930377
"10335","Pertussis","New Jersey",1994,32,3,8002241
"10336","Pertussis","New Jersey",1995,32,14,8075011
"10337","Pertussis","New Jersey",1996,23,14,8147636
"10338","Pertussis","New Jersey",1997,33,6,8219025
"10339","Pertussis","New Jersey",1998,31,7,8288053
"10340","Pertussis","New Jersey",1999,26,0,8353559
"10341","Pertussis","New Jersey",2000,19,15,8414350
"10342","Pertussis","New Jersey",2001,38,22,8469501
"10343","Pertussis","New Jersey",2002,34,1,8519244
"10344","Pertussis","New Jersey",2003,41,103,8564124
"10345","Pertussis","New Jersey",2004,43,222,8604708
"10346","Pertussis","New Jersey",2005,45,234,8641583
"10347","Pertussis","New Jersey",2006,46,156,8675353
"10348","Pertussis","New Jersey",2007,49,138,8706635
"10349","Pertussis","New Jersey",2008,43,70,8736057
"10350","Pertussis","New Jersey",2009,44,156,8764261
"10351","Pertussis","New Jersey",2010,42,132,8791894
"10352","Pertussis","New Jersey",2011,47,195,8819504
"10353","Pertussis","New Mexico",1938,51,1447,507990
"10354","Pertussis","New Mexico",1939,52,1507,519913
"10355","Pertussis","New Mexico",1940,51,1380,531818
"10356","Pertussis","New Mexico",1941,51,1123,543636
"10357","Pertussis","New Mexico",1942,51,1034,555506
"10358","Pertussis","New Mexico",1943,52,590,567631
"10359","Pertussis","New Mexico",1944,51,223,580233
"10360","Pertussis","New Mexico",1945,48,353,593555
"10361","Pertussis","New Mexico",1946,52,527,607860
"10362","Pertussis","New Mexico",1947,50,811,623438
"10363","Pertussis","New Mexico",1948,45,677,640607
"10364","Pertussis","New Mexico",1949,38,200,659724
"10365","Pertussis","New Mexico",1950,48,940,681187
"10366","Pertussis","New Mexico",1951,47,843,705302
"10367","Pertussis","New Mexico",1952,48,538,731794
"10368","Pertussis","New Mexico",1953,45,364,760183
"10369","Pertussis","New Mexico",1954,48,273,789897
"10370","Pertussis","New Mexico",1955,48,744,820268
"10371","Pertussis","New Mexico",1956,0,0,850517
"10372","Pertussis","New Mexico",1957,0,0,879753
"10373","Pertussis","New Mexico",1958,0,0,906982
"10374","Pertussis","New Mexico",1959,0,0,931120
"10375","Pertussis","New Mexico",1960,0,0,951023
"10376","Pertussis","New Mexico",1961,0,0,965847
"10377","Pertussis","New Mexico",1962,0,0,976096
"10378","Pertussis","New Mexico",1963,0,0,982704
"10379","Pertussis","New Mexico",1964,0,0,986684
"10380","Pertussis","New Mexico",1965,0,0,989096
"10381","Pertussis","New Mexico",1966,0,0,991022
"10382","Pertussis","New Mexico",1967,0,0,993555
"10383","Pertussis","New Mexico",1968,0,0,997800
"10384","Pertussis","New Mexico",1969,0,0,1004888
"10385","Pertussis","New Mexico",1970,0,0,1016000
"10386","Pertussis","New Mexico",1971,0,0,1032078
"10387","Pertussis","New Mexico",1972,0,0,1052832
"10388","Pertussis","New Mexico",1973,0,0,1077656
"10389","Pertussis","New Mexico",1974,12,20,1105915
"10390","Pertussis","New Mexico",1975,14,23,1136922
